a2_1,a2v_1,a2_2,a2v_2
7.06318,0.0679957,7.48027,0.232183
7.0666,0.0683585,7.49192,0.232996
7.07003,0.0686556,7.50361,0.233798
7.07347,0.0688889,7.51534,0.234588
7.07693,0.0690603,7.52711,0.235367
7.08038,0.0691713,7.53892,0.236134
7.08385,0.0692239,7.55076,0.236888
7.08731,0.0692196,7.56264,0.23763
7.09076,0.0691603,7.57456,0.238358
7.09422,0.0690477,7.58651,0.239072
7.09766,0.0688834,7.5985,0.239768
7.10109,0.068669,7.61053,0.240447
7.10451,0.0684062,7.62258,0.241106
7.10792,0.0680967,7.63467,0.241743
7.11131,0.067742,7.64679,0.242356
7.11467,0.0673437,7.65893,0.242941
7.11802,0.0669034,7.67111,0.243497
7.12134,0.0664226,7.68331,0.24402
7.12463,0.0659029,7.69553,0.244506
7.1279,0.0653458,7.70778,0.244952
7.13114,0.0647528,7.72005,0.245355
7.13435,0.0641254,7.73234,0.245711
7.13752,0.063465,7.74464,0.246015
7.14066,0.0627732,7.75695,0.246263
7.14376,0.0620513,7.76927,0.246453
7.14682,0.0613009,7.7816,0.246579
7.14985,0.0605233,7.79393,0.246637
7.15284,0.0597199,7.80626,0.246624
7.15578,0.0588922,7.81859,0.246536
7.15868,0.0580415,7.83091,0.246369
7.16154,0.0571692,7.84322,0.24612
7.16436,0.0562766,7.8555,0.245786
7.16712,0.0553652,7.86777,0.245365
7.16985,0.0544362,7.88002,0.244853
7.17252,0.0534911,7.89223,0.244248
7.17515,0.052531,7.90441,0.24355
7.17772,0.0515575,7.91654,0.242757
7.18025,0.0505716,7.92864,0.241867
7.18273,0.0495748,7.94068,0.240881
7.18516,0.0485684,7.95267,0.239799
7.18754,0.0475537,7.9646,0.238621
7.18986,0.0465318,7.97647,0.237348
7.19214,0.0455042,7.98827,0.23598
7.19436,0.0444721,7.99999,0.23452
7.19653,0.0434367,8.01164,0.232969
7.19865,0.0423994,8.02321,0.231329
7.20072,0.0413613,8.03469,0.229603
7.20274,0.0403239,8.04608,0.227792
7.2047,0.0392882,8.05737,0.225899
7.20662,0.0382557,8.06857,0.223928
7.20848,0.0372274,8.07966,0.221879
7.21029,0.0362048,8.09065,0.219757
7.21205,0.0351891,8.10153,0.217564
7.21376,0.0341815,8.1123,0.215303
7.21542,0.0331833,8.12294,0.212975
7.21703,0.0321957,8.13347,0.210585
7.21859,0.03122,8.14388,0.208133
7.2201,0.0302576,8.15416,0.205623
7.22156,0.0293096,8.16432,0.203057
7.22298,0.0283774,8.17434,0.200436
7.22436,0.0274622,8.18423,0.197763
7.22569,0.0265653,8.19398,0.19504
7.22697,0.025688,8.20359,0.192267
7.22821,0.0248317,8.21306,0.189446
7.22941,0.0239976,8.22239,0.18658
7.23057,0.023187,8.23157,0.183668
7.23169,0.0224013,8.24061,0.180711
7.23277,0.0216418,8.24949,0.177711
7.23382,0.0209098,8.25823,0.174669
7.23483,0.0202068,8.26681,0.171584
7.23581,0.019534,8.27523,0.168457
7.23675,0.0188928,8.28349,0.165288
7.23766,0.0182846,8.2916,0.162078
7.23855,0.0177108,8.29954,0.158826
7.23941,0.0171728,8.30732,0.155533
7.24024,0.016672,8.31493,0.152198
7.24105,0.0162099,8.32237,0.148821
7.24184,0.0157878,8.32964,0.145401
7.24261,0.0154072,8.33673,0.141938
7.24337,0.0150697,8.34366,0.138432
7.2441,0.0147766,8.3504,0.134882
7.24483,0.0145295,8.35697,0.131286
7.24555,0.0143298,8.36335,0.127645
7.24626,0.014179,8.36954,0.123958
7.24696,0.0140788,8.37556,0.120223
7.24766,0.0140306,8.38138,0.11644
7.24836,0.0140359,8.38701,0.112608
7.24907,0.0140963,8.39244,0.108726
7.24978,0.0142134,8.39768,0.104793
7.2505,0.0143888,8.40272,0.100807
7.25123,0.0146239,8.40756,0.0967683
7.25198,0.0149205,8.4122,0.092675
7.25274,0.01528,8.41662,0.0885262
7.25353,0.015704,8.42084,0.0843208
7.25433,0.0161942,8.42484,0.0800577
7.25517,0.016752,8.42863,0.0757358
7.25604,0.017379,8.4322,0.0713539
7.25695,0.0180769,8.43554,0.0669109
7.25789,0.0188469,8.43866,0.0624058
7.25887,0.0196908,8.44155,0.0578375
7.2599,0.0206098,8.44421,0.053205
7.26098,0.0216054,8.44664,0.0485071
7.26212,0.022679,8.44882,0.043743
7.26331,0.0238318,8.45077,0.0389117
7.26456,0.025065,8.45247,0.0340122
7.26588,0.0263797,8.45392,0.0290438
7.26727,0.027777,8.45512,0.0240055
7.26873,0.0292577,8.45607,0.0188967
7.27027,0.0308226,8.45675,0.0137167
7.2719,0.0324721,8.45718,0.00846472
7.27361,0.0342066,8.45734,0.00314036
7.27541,0.0360263,8.45722,-0.00225689
7.27731,0.037931,8.45684,-0.00772742
7.2793,0.0399202,8.45617,-0.0132715
7.2814,0.0419932,8.45523,-0.0188894
7.28361,0.0441487,8.454,-0.0245812
7.28593,0.0463852,8.45248,-0.0303468
7.28836,0.0487005,8.45067,-0.0361862
7.29092,0.0510919,8.44857,-0.0420991
7.29359,0.0535561,8.44616,-0.0480852
7.2964,0.056089,8.44346,-0.054144
7.29933,0.0586858,8.44044,-0.0602748
7.3024,0.0613409,8.43712,-0.0664769
7.3056,0.0640475,8.43348,-0.0727494
7.30894,0.0667981,8.42953,-0.0790913
7.31242,0.0695837,8.42525,-0.0855014
7.31604,0.0723943,8.42065,-0.0919783
7.3198,0.0752186,8.41573,-0.0985205
7.3237,0.0780438,8.41047,-0.105126
7.32775,0.0808558,8.40488,-0.111794
7.33193,0.0836389,8.39896,-0.118521
7.33625,0.086376,8.39269,-0.125306
7.3407,0.0890482,8.38608,-0.132147
7.34528,0.0916356,8.37913,-0.13904
7.34999,0.0941164,8.37183,-0.145983
7.35481,0.0964681,8.36418,-0.152974
7.35974,0.0986666,8.35618,-0.160009
7.36478,0.100687,8.34783,-0.167085
7.3699,0.102505,8.33912,-0.174199
7.37511,0.104094,8.33005,-0.181347
7.38038,0.10543,8.32062,-0.188526
7.3857,0.106488,8.31084,-0.195732
7.39107,0.107243,8.30069,-0.202961
7.39645,0.107676,8.29018,-0.210209
7.40184,0.107764,8.27931,-0.217472
7.40721,0.107493,8.26807,-0.224746
7.41256,0.106845,8.25647,-0.232027
7.41785,0.105811,8.2445,-0.239309
7.42306,0.104382,8.23217,-0.246589
7.42819,0.102553,8.21948,-0.253862
7.43321,0.100323,8.20642,-0.261124
7.43809,0.0976941,8.193,-0.26837
7.44283,0.0946722,8.17922,-0.275594
7.44739,0.0912653,8.16508,-0.282794
7.45176,0.0874842,8.15059,-0.289964
7.45593,0.0833422,8.13573,-0.2971
7.45987,0.0788543,8.12052,-0.304198
7.46358,0.0740368,8.10496,-0.311252
7.46702,0.0689071,8.08905,-0.31826
7.47019,0.0634834,8.07278,-0.325216
7.47308,0.0577839,8.05618,-0.332118
7.47568,0.0518271,8.03923,-0.338961
7.47796,0.045631,8.02194,-0.345742
7.47992,0.0392132,8.00432,-0.352458
7.48155,0.0325906,7.98636,-0.359106
7.48284,0.0257796,7.96808,-0.365683
7.48378,0.0187954,7.94947,-0.372187
7.48436,0.0116524,7.93054,-0.378616
7.48458,0.00436429,7.91129,-0.384967
7.48442,-0.00305646,7.89173,-0.391241
7.48389,-0.0105981,7.87186,-0.397435
7.48298,-0.0182499,7.85168,-0.403549
7.48168,-0.0260017,7.8312,-0.409584
7.47999,-0.0338445,7.81042,-0.415539
7.4779,-0.0417696,7.78935,-0.421416
7.47541,-0.0497693,7.76799,-0.427216
7.47252,-0.0578363,7.74635,-0.43294
7.46922,-0.0659639,7.72442,-0.438592
7.46551,-0.074146,7.70221,-0.444173
7.4614,-0.0823768,7.67972,-0.449688
7.45686,-0.0906508,7.65697,-0.455141
7.45192,-0.0989632,7.63394,-0.460536
7.44655,-0.107309,7.61064,-0.465878
7.44077,-0.115684,7.58709,-0.471174
7.43456,-0.124084,7.56326,-0.47643
7.42794,-0.132505,7.53918,-0.481653
7.42089,-0.140943,7.51484,-0.486851
7.41342,-0.149395,7.49024,-0.492032
7.40553,-0.157857,7.46538,-0.497207
7.39721,-0.166325,7.44026,-0.502384
7.38847,-0.174797,7.41488,-0.507574
7.37931,-0.183269,7.38924,-0.512789
7.36972,-0.191739,7.36334,-0.518041
7.35971,-0.200203,7.33717,-0.523343
7.34928,-0.208659,7.31074,-0.528709
7.33842,-0.217104,7.28403,-0.534154
7.32715,-0.225536,7.25704,-0.539693
7.31545,-0.233953,7.22978,-0.545342
7.30333,-0.242351,7.20222,-0.55112
7.29079,-0.25073,7.17437,-0.557044
7.27784,-0.259087,7.14621,-0.563134
7.26447,-0.26742,7.11774,-0.569411
7.25068,-0.275728,7.08895,-0.575895
7.23648,-0.284009,7.05982,-0.58261
7.22187,-0.292263,7.03034,-0.589578
7.20684,-0.300489,7.00049,-0.596824
7.19141,-0.308685,6.97028,-0.604372
7.17557,-0.316851,6.93966,-0.612248
7.15932,-0.324987,6.90864,-0.620478
7.14266,-0.333094,6.87719,-0.629086
7.12561,-0.341171,6.84528,-0.638097
7.10814,-0.349219,6.8129,-0.647534
7.09028,-0.357239,6.78003,-0.657417
7.07202,-0.365232,6.74665,-0.66776
7.05336,-0.3732,6.71272,-0.678572
7.0343,-0.381144,6.67822,-0.689852
7.01485,-0.389066,6.64315,-0.701587
6.995,-0.396969,6.60746,-0.713747
6.97476,-0.404855,6.57114,-0.726278
6.95412,-0.412728,6.53419,-0.739101
6.93309,-0.420589,6.49658,-0.752098
6.91167,-0.428441,6.45833,-0.765112
6.88986,-0.436289,6.41943,-0.777936
6.86765,-0.444135,6.37992,-0.790314
6.84505,-0.451981,6.33982,-0.801937
6.82206,-0.459832,6.2992,-0.812452
6.79867,-0.467689,6.25812,-0.821484
6.7749,-0.475554,6.21669,-0.828655
6.75073,-0.483429,6.17501,-0.833626
6.72616,-0.491314,6.1332,-0.836134
6.7012,-0.499209,6.0914,-0.836026
6.67584,-0.507111,6.04974,-0.833285
6.65009,-0.515018,6.00833,-0.828029
6.62395,-0.522924,5.96731,-0.820503
6.59741,-0.53082,5.92676,-0.811036
6.57047,-0.538696,5.88676,-0.800011
6.54314,-0.546536,5.84737,-0.787818
6.51543,-0.554324,5.80862,-0.77483
6.48733,-0.562035,5.77056,-0.761376
6.45884,-0.569643,5.73317,-0.747732
6.42999,-0.577115,5.69646,-0.734119
6.40077,-0.584411,5.66043,-0.720707
6.37119,-0.591487,5.62505,-0.707621
6.34128,-0.598292,5.5903,-0.694944
6.31104,-0.604769,5.55616,-0.682734
6.2805,-0.610858,5.52261,-0.671019
6.24967,-0.616492,5.48962,-0.659815
6.21859,-0.621603,5.45717,-0.649119
6.18729,-0.626123,5.42522,-0.638923
6.15579,-0.629986,5.39376,-0.629209
6.12413,-0.633128,5.36276,-0.619956
6.09236,-0.635498,5.3322,-0.611141
6.0605,-0.63705,5.30207,-0.602739
6.02862,-0.637753,5.27233,-0.594723
5.99674,-0.637593,5.24298,-0.587068
5.96491,-0.636568,5.21399,-0.579748
5.93317,-0.634695,5.18535,-0.572738
5.90157,-0.632005,5.15705,-0.566015
5.87015,-0.628542,5.12907,-0.559557
5.83893,-0.624362,5.10141,-0.55334
5.80795,-0.61953,5.07404,-0.547345
5.77725,-0.614115,5.04696,-0.541552
5.74684,-0.608189,5.02016,-0.535942
5.71675,-0.601825,4.99364,-0.5305
5.68699,-0.595091,4.96738,-0.525207
5.65759,-0.588053,4.94138,-0.520049
5.62855,-0.580773,4.91563,-0.515012
5.59988,-0.573304,4.89012,-0.510081
5.5716,-0.565695,4.86486,-0.505244
5.5437,-0.557988,4.83984,-0.50049
5.51619,-0.55022,4.81505,-0.495807
5.48907,-0.542419,4.79049,-0.491184
5.46234,-0.534613,4.76616,-0.486612
5.436,-0.52682,4.74205,-0.482082
5.41004,-0.519057,4.71817,-0.477586
5.38448,-0.511337,4.69452,-0.473114
5.35929,-0.50367,4.67108,-0.468661
5.33449,-0.496063,4.64787,-0.464219
5.31006,-0.488519,4.62488,-0.459782
5.28601,-0.481043,4.60212,-0.455345
5.26233,-0.473637,4.57957,-0.450901
5.23902,-0.466299,4.55725,-0.446447
5.21606,-0.459031,4.53515,-0.441978
5.19347,-0.45183,4.51328,-0.43749
5.17124,-0.444695,4.49163,-0.43298
5.14936,-0.437623,4.4702,-0.428444
5.12783,-0.430613,4.44901,-0.42388
5.10664,-0.423662,4.42805,-0.419286
5.0858,-0.416766,4.40731,-0.414659
5.06531,-0.409924,4.38681,-0.409999
5.04515,-0.403132,4.36655,-0.405304
5.02533,-0.396388,4.34652,-0.400573
5.00585,-0.38969,4.32673,-0.395805
4.9867,-0.383035,4.30718,-0.391001
4.96788,-0.376421,4.28787,-0.38616
4.94938,-0.369847,4.26881,-0.381282
4.93122,-0.363309,4.24999,-0.376369
4.91338,-0.356808,4.23142,-0.37142
4.89586,-0.350341,4.2131,-0.366437
4.87866,-0.343908,4.19502,-0.361421
4.86179,-0.337506,4.17721,-0.356374
4.84523,-0.331137,4.15964,-0.351297
4.82899,-0.324798,4.14233,-0.346192
4.81307,-0.31849,4.12528,-0.34106
4.79746,-0.312212,4.10848,-0.335905
4.78216,-0.305964,4.09195,-0.330727
4.76717,-0.299747,4.07567,-0.32553
4.75249,-0.29356,4.05965,-0.320316
4.73812,-0.287405,4.0439,-0.315086
4.72406,-0.28128,4.02841,-0.309845
4.7103,-0.275188,4.01318,-0.304594
4.69684,-0.269128,3.99821,-0.299337
4.68369,-0.263102,3.98351,-0.294075
4.67083,-0.257111,3.96907,-0.288812
4.65828,-0.251154,3.95489,-0.283551
4.64601,-0.245235,3.94098,-0.278293
4.63405,-0.239352,3.92732,-0.273043
4.62237,-0.233509,3.91393,-0.267803
4.61098,-0.227705,3.9008,-0.262575
4.59989,-0.221943,3.88794,-0.257362
4.58908,-0.216222,3.87533,-0.252168
4.57855,-0.210546,3.86298,-0.246994
4.5683,-0.204914,3.85089,-0.241843
4.55834,-0.199329,3.83905,-0.236718
4.54865,-0.193791,3.82747,-0.231621
4.53923,-0.188302,3.81614,-0.226555
4.53009,-0.182863,3.80507,-0.221521
4.52122,-0.177475,3.79424,-0.216523
4.51261,-0.17214,3.78366,-0.211563
4.50427,-0.166859,3.77333,-0.206641
4.49618,-0.161632,3.76324,-0.201762
4.48836,-0.156462,3.7534,-0.196925
4.48079,-0.151349,3.74379,-0.192134
4.47348,-0.146294,3.73442,-0.18739
4.46641,-0.141299,3.72528,-0.182695
4.4596,-0.136365,3.71638,-0.178049
4.45302,-0.131491,3.70771,-0.173456
4.44669,-0.12668,3.69926,-0.168915
4.44059,-0.121932,3.69104,-0.164428
4.43473,-0.117249,3.68304,-0.159997
4.4291,-0.11263,3.67526,-0.155623
4.42369,-0.108076,3.6677,-0.151306
4.41851,-0.103589,3.66034,-0.147047
4.41356,-0.0991691,3.6532,-0.142847
4.40881,-0.0948165,3.64627,-0.138707
4.40429,-0.0905321,3.63953,-0.134628
4.39997,-0.0863162,3.633,-0.13061
4.39586,-0.0821695,3.62667,-0.126653
4.39196,-0.0780923,3.62053,-0.122758
4.38825,-0.0740849,3.61459,-0.118925
4.38475,-0.0701478,3.60883,-0.115155
4.38143,-0.0662812,3.60326,-0.111447
4.37831,-0.0624854,3.59787,-0.107801
4.37537,-0.0587605,3.59266,-0.104218
4.37262,-0.0551067,3.58762,-0.100698
4.37004,-0.0515242,3.58276,-0.0972395
4.36764,-0.048013,3.57807,-0.0938433
4.36541,-0.0445732,3.57354,-0.0905089
4.36335,-0.0412047,3.56918,-0.087236
4.36145,-0.0379076,3.56498,-0.0840242
4.35972,-0.0346817,3.56093,-0.0808729
4.35814,-0.031527,3.55705,-0.0777818
4.35672,-0.0284432,3.55331,-0.0747503
4.35545,-0.0254303,3.54972,-0.0717778
4.35433,-0.022488,3.54628,-0.0688636
4.35334,-0.019616,3.54298,-0.066007
4.3525,-0.0168141,3.53981,-0.0632074
4.3518,-0.0140818,3.53679,-0.0604639
4.35123,-0.011419,3.5339,-0.0577757
4.35079,-0.00882505,3.53115,-0.0551421
4.35047,-0.00629968,3.52852,-0.052562
4.35028,-0.00384237,3.52602,-0.0500347
4.35021,-0.00145264,3.52364,-0.0475591
4.35025,0.000870063,3.52138,-0.0451343
4.35041,0.00312629,3.51924,-0.0427593
4.35067,0.00531664,3.51722,-0.0404331
4.35105,0.00744176,3.51531,-0.0381546
4.35152,0.00950232,3.51352,-0.0359227
4.3521,0.011499,3.51183,-0.0337364
4.35277,0.0134326,3.51025,-0.0315945
4.35353,0.0153038,3.50878,-0.0294959
4.35439,0.0171134,3.5074,-0.0274395
4.35533,0.0188623,3.50613,-0.025424
4.35636,0.0205514,3.50496,-0.0234483
4.35747,0.0221815,3.50389,-0.0215112
4.35866,0.0237536,3.50291,-0.0196115
4.35992,0.0252686,3.50202,-0.0177479
4.36126,0.0267275,3.50122,-0.0159193
4.36266,0.0281314,3.50052,-0.0141242
4.36414,0.0294814,3.4999,-0.0123616
4.36567,0.0307784,3.49937,-0.01063
4.36728,0.0320236,3.49892,-0.00892834
4.36894,0.0332181,3.49856,-0.00725517
4.37066,0.0343632,3.49828,-0.00560925
4.37243,0.0354599,3.49808,-0.00398927
4.37425,0.0365094,3.49796,-0.00239391
4.37613,0.0375131,3.49792,-0.000821853
4.37805,0.0384721,3.49795,0.000728214
4.38002,0.0393877,3.49807,0.00225763
4.38204,0.0402612,3.49825,0.00376771
4.38409,0.0410938,3.49852,0.00525981
4.38618,0.0418869,3.49885,0.00673525
4.38832,0.0426418,3.49926,0.00819539
4.39048,0.0433597,3.49975,0.00964157
4.39269,0.0440421,3.5003,0.0110751
4.39492,0.0446901,3.50092,0.0124974
4.39719,0.0453053,3.50162,0.0139098
4.39948,0.0458888,3.50239,0.0153136
4.4018,0.0464421,3.50322,0.0167101
4.40415,0.0469663,3.50413,0.0181008
4.40652,0.047463,3.5051,0.019487
4.40892,0.0479333,3.50614,0.0208699
4.41134,0.0483785,3.50726,0.0222511
4.41378,0.0488001,3.50844,0.0236317
4.41624,0.0491991,3.50969,0.0250132
4.41872,0.049577,3.51101,0.0263969
4.42122,0.0499349,3.5124,0.0277841
4.42373,0.050274,3.51386,0.0291762
4.42626,0.0505957,3.51539,0.0305744
4.4288,0.0509011,3.51698,0.0319801
4.43136,0.0511914,3.51865,0.0333947
4.43394,0.0514677,3.52039,0.0348194
4.43652,0.0517312,3.52221,0.0362555
4.43912,0.0519831,3.52409,0.0377044
4.44173,0.0522244,3.52605,0.0391672
4.44436,0.0524562,3.52808,0.0406454
4.44699,0.0526795,3.53019,0.0421402
4.44964,0.0528956,3.53237,0.0436529
4.45229,0.0531052,3.53463,0.0451847
4.45496,0.0533096,3.53697,0.0467368
4.45763,0.0535097,3.53938,0.0483105
4.46032,0.0537063,3.54188,0.0499071
4.46301,0.0539007,3.54446,0.0515278
4.46572,0.0540935,3.54711,0.0531737
4.46843,0.0542859,3.54986,0.054846
4.47116,0.0544787,3.55268,0.056546
4.47389,0.0546728,3.5556,0.0582748
4.47663,0.0548691,3.5586,0.0600336
4.47939,0.0550686,3.56169,0.0618234
4.48215,0.055272,3.56487,0.0636454
4.48492,0.0554803,3.56815,0.0655008
4.48771,0.0556944,3.57152,0.0673905
4.4905,0.055915,3.57498,0.0693157
4.49331,0.0561432,3.57855,0.0712774
4.49613,0.0563796,3.58221,0.0732766
4.49896,0.0566253,3.58598,0.0753143
4.50181,0.0568811,3.58985,0.0773916
4.50466,0.0571477,3.59382,0.0795093
4.50753,0.0574262,3.59791,0.0816684
4.51042,0.0577174,3.6021,0.0838698
4.51332,0.0580222,3.6064,0.0861144
4.51624,0.0583414,3.61082,0.0884031
4.51917,0.058676,3.61536,0.0907366
4.52212,0.0590269,3.62002,0.0931157
4.52509,0.0593951,3.62479,0.0955413
4.52808,0.0597814,3.6297,0.098014
4.53109,0.0601868,3.63472,0.100535
4.53412,0.0606123,3.63988,0.103104
4.53718,0.0610589,3.64516,0.105722
4.54025,0.0615275,3.65058,0.10839
4.54335,0.0620192,3.65614,0.111108
4.54648,0.062535,3.66183,0.113877
4.54963,0.0630759,3.66767,0.116697
4.55282,0.0636431,3.67365,0.119569
4.55603,0.0642374,3.67977,0.122493
4.55927,0.0648602,3.68604,0.125469
4.56255,0.0655123,3.69247,0.128498
4.56586,0.066195,3.69905,0.13158
4.5692,0.0669094,3.70578,0.134715
4.57258,0.0676566,3.71268,0.137903
4.57601,0.0684377,3.71974,0.141144
4.57947,0.069254,3.72696,0.144439
4.58297,0.0701065,3.73435,0.147788
4.58652,0.0709964,3.74191,0.151189
4.59012,0.071925,3.74964,0.154644
4.59376,0.0728933,3.75755,0.158151
4.59746,0.0739026,3.76563,0.161711
4.60121,0.074954,3.7739,0.165324
4.60501,0.0760488,3.78235,0.168988
4.60887,0.077188,3.79098,0.172705
4.61279,0.0783728,3.79981,0.176472
4.61677,0.0796045,3.80882,0.18029
4.62081,0.080884,3.81803,0.184157
4.62492,0.0822126,3.82743,0.188075
4.6291,0.0835914,3.83703,0.19204
4.63335,0.0850215,3.84684,0.196053
4.63768,0.0865038,3.85684,0.200114
4.64208,0.0880396,3.86705,0.20422
4.64656,0.0896297,3.87747,0.208371
4.65113,0.0912753,3.8881,0.212566
4.65577,0.0929771,3.89894,0.216804
4.66051,0.0947363,3.90999,0.221084
4.66534,0.0965536,3.92126,0.225405
4.67026,0.09843,3.93275,0.229764
4.67528,0.100366,3.94446,0.234162
4.6804,0.102363,3.95639,0.238597
4.68562,0.104421,3.96854,0.243067
4.69095,0.106542,3.98092,0.247571
4.69638,0.108725,3.99353,0.252107
4.70193,0.110971,4.00636,0.256674
4.70759,0.113281,4.01942,0.261271
4.71338,0.115656,4.03272,0.265896
4.71928,0.118095,4.04625,0.270548
4.72531,0.120599,4.06001,0.275224
4.73147,0.123169,4.074,0.279924
4.73776,0.125805,4.08824,0.284646
4.74419,0.128506,4.10271,0.289389
4.75075,0.131274,4.11741,0.29415
4.75745,0.134108,4.13236,0.298929
4.7643,0.137009,4.14755,0.303724
4.7713,0.139975,4.16297,0.308534
4.77845,0.143008,4.17864,0.313357
4.78576,0.146107,4.19455,0.318192
4.79322,0.149272,4.2107,0.323038
4.80085,0.152503,4.2271,0.327894
4.80864,0.155799,4.24373,0.332758
4.8166,0.15916,4.26062,0.337631
4.82472,0.162586,4.27774,0.342511
4.83303,0.166075,4.29511,0.347397
4.84151,0.169629,4.31273,0.352289
4.85017,0.173245,4.33059,0.357187
4.85902,0.176923,4.34869,0.36209
4.86805,0.180663,4.36704,0.366999
4.87727,0.184464,4.38564,0.371913
4.88669,0.188325,4.40448,0.376833
4.8963,0.192245,4.42357,0.38176
4.90611,0.196223,4.4429,0.386694
4.91613,0.200259,4.46248,0.391636
4.92634,0.20435,4.48231,0.396588
4.93677,0.208496,4.50239,0.401552
4.9474,0.212697,4.52272,0.406528
4.95825,0.216949,4.54329,0.411521
4.96931,0.221254,4.56412,0.416531
4.9806,0.225608,4.5852,0.421562
4.9921,0.23001,4.60653,0.426617
5.00382,0.23446,4.62811,0.4317
5.01577,0.238955,4.64995,0.436814
5.02794,0.243494,4.67205,0.441965
5.04034,0.248076,4.69441,0.447156
5.05298,0.252698,4.71703,0.452394
5.06585,0.257359,4.73991,0.457684
5.07895,0.262057,4.76306,0.463031
5.09229,0.266789,4.78649,0.468444
5.10587,0.271555,4.81018,0.473928
5.11969,0.276351,4.83416,0.479493
5.13374,0.281176,4.85841,0.485145
5.14805,0.286027,4.88296,0.490895
5.16259,0.290901,4.9078,0.496751
5.17738,0.295797,4.93293,0.502724
5.19242,0.30071,4.95837,0.508824
5.2077,0.30564,4.98413,0.515062
5.22323,0.310582,5.0102,0.521451
5.239,0.315533,5.0366,0.528002
5.25503,0.32049,5.06334,0.53473
5.2713,0.325449,5.09042,0.541646
5.28782,0.330406,5.11786,0.548765
5.30459,0.335358,5.14566,0.5561
5.3216,0.340301,5.17384,0.563666
5.33887,0.345228,5.20242,0.571476
5.35637,0.350137,5.2314,0.579544
5.37412,0.355021,5.26079,0.587882
5.39212,0.359875,5.29062,0.5965
5.41035,0.364694,5.32089,0.605407
5.42883,0.369471,5.35162,0.614609
5.44754,0.374199,5.38282,0.624106
5.46648,0.378871,5.41452,0.633895
5.48565,0.383481,5.44671,0.643962
5.50506,0.388019,5.47943,0.654287
5.52468,0.392479,5.51267,0.664837
5.54452,0.396851,5.54645,0.675563
5.56458,0.401127,5.58077,0.6864
5.58484,0.405296,5.61563,0.69726
5.60531,0.409349,5.65103,0.708033
5.62597,0.413276,5.68696,0.718583
5.64683,0.417065,5.7234,0.728746
5.66786,0.420708,5.76032,0.738332
5.68907,0.424191,5.79767,0.747132
5.71045,0.427505,5.83542,0.754921
5.73198,0.430639,5.87349,0.761473
5.75366,0.43358,5.91182,0.766577
5.77547,0.436319,5.95032,0.77005
5.79742,0.438844,5.98891,0.771763
5.81947,0.441147,6.02749,0.771644
5.84163,0.443216,6.06598,0.769697
5.86389,0.445043,6.10428,0.765994
5.88622,0.446621,6.14231,0.760672
5.90862,0.44794,6.18001,0.753917
5.93107,0.448997,6.21731,0.745946
5.95355,0.449784,6.25415,0.73699
5.97607,0.450298,6.29052,0.727277
5.9986,0.450536,6.32637,0.717021
6.02112,0.450497,6.36169,0.706412
6.04363,0.45018,6.39647,0.69561
6.06611,0.449587,6.43071,0.68475
6.08855,0.448718,6.46441,0.673938
6.11092,0.447579,6.49757,0.663254
6.13323,0.446172,6.53021,0.652759
6.15546,0.444504,6.56233,0.642492
6.17759,0.442581,6.59395,0.632481
6.19961,0.440411,6.62509,0.62274
6.22151,0.438,6.65576,0.613275
6.24328,0.435357,6.68596,0.604083
6.2649,0.432492,6.71572,0.595156
6.28637,0.429414,6.74504,0.586484
6.30768,0.426131,6.77394,0.578053
6.32881,0.422655,6.80244,0.569847
6.34976,0.418993,6.83053,0.561848
6.37052,0.415157,6.85823,0.554038
6.39108,0.411155,6.88555,0.5464
6.41143,0.406996,6.9125,0.538916
6.43156,0.402691,6.93907,0.531568
6.45147,0.398247,6.96529,0.524338
6.47116,0.393674,6.99115,0.517211
6.49061,0.38898,7.01666,0.510169
6.50981,0.384172,7.04182,0.503197
6.52878,0.379259,7.06663,0.496282
6.54749,0.374247,7.0911,0.489409
6.56595,0.369144,7.11523,0.482564
6.58414,0.363957,7.13902,0.475737
6.60208,0.358692,7.16247,0.468915
6.61975,0.353356,7.18557,0.462087
6.63715,0.347954,7.20833,0.455245
6.65427,0.342492,7.23075,0.448378
6.67112,0.336977,7.25283,0.441479
6.68769,0.331414,7.27455,0.434539
6.70398,0.325807,7.29593,0.427552
6.71999,0.320163,7.31696,0.420512
6.73571,0.314486,7.33763,0.413413
6.75115,0.308783,7.35794,0.40625
6.7663,0.303056,7.37789,0.399019
6.78117,0.297313,7.39748,0.391717
6.79575,0.291557,7.41669,0.384341
6.81004,0.285794,7.43554,0.376887
6.82404,0.280029,7.454,0.369355
6.83775,0.274267,7.47209,0.361744
6.85118,0.268513,7.48979,0.354052
6.86432,0.262772,7.50711,0.346279
6.87717,0.257049,7.52403,0.338426
6.88974,0.25135,7.54055,0.330493
6.90202,0.24568,7.55668,0.322482
6.91402,0.240044,7.5724,0.314393
6.92575,0.234447,7.58771,0.30623
6.93719,0.228896,7.60261,0.297994
6.94836,0.223396,7.61709,0.289687
6.95926,0.217953,7.63116,0.281313
6.96989,0.212571,7.6448,0.272874
6.98025,0.207258,7.65802,0.264374
6.99035,0.202019,7.67081,0.255816
7.00019,0.19686,7.68317,0.247205
7.00978,0.191787,7.6951,0.238543
7.01912,0.186806,7.70659,0.229834
7.02822,0.181922,7.71765,0.221083
7.03708,0.177142,7.72826,0.212293
7.0457,0.172472,7.73843,0.203469
